no,rateContent,package,quality,price,service,logistics,other,sentiment,brand
82,??????????????????????????,0,1,0,0,0,0,0,bl
83,????????????????????????????????????????????????????????????????????????????????,0,1,0,1,0,0,0,bl
84,????????????????????????????????????????????????????????????,0,1,0,0,1,0,0,bl
85,????????????????????????????????????????????????????????,0,1,0,0,1,0,0,bl
86,??????????????????????????????,0,1,0,0,0,0,0,bl
87,??????????????????????????????????????????????????,1,1,0,0,0,0,0,bl
88,??????????????????????????????????????????????,1,1,0,0,0,0,0,bl
89,??????????????,0,0,0,1,0,0,0,bl
90,????????????????????????????????????????,0,1,0,0,0,0,0,bl
91,????????????????????????????????????,0,1,0,0,1,0,0,bl
92,????????,0,1,0,0,0,0,0,bl
93,??????????????,0,1,0,0,0,0,0,bl
94,????????????????????????????????????????????????,1,1,0,0,0,0,0,bl
95,????????????????????,0,1,0,0,0,1,0,bl
96,????????????????????????????????????????,0,1,0,0,0,0,0,bl
97,????????,1,0,0,0,0,0,0,bl
98,????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,1,0,1,0,0,bl
99,????????????????????????????????????????????????????????????????,1,1,0,0,1,0,0,bl
100,??????????????,0,1,0,0,0,0,0,bl
101,??????????????????????????????????????????????????????????,1,1,0,0,0,0,0,bl
102,????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,0,1,1,0,0,bl
103,??????????????,0,1,0,0,0,0,0,bl
104,??????????????????????????????????????????????????????????????????????????,0,1,1,0,0,0,0,bl
105,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,1,0,0,0,0,bl
106,??????????????????????????????,0,1,0,0,0,0,0,bl
107,??????????????????????????????????????????????????,0,1,0,0,1,0,0,bl
108,????????????????????????????????????????,0,0,0,1,1,1,0,bl
109,??????????????,0,1,0,0,0,0,0,bl
110,????????????,1,0,0,0,0,0,0,bl
111,????????????,1,0,0,0,0,0,0,bl
112,????????,0,1,0,0,0,0,0,bl
113,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????ing,1,1,0,0,0,0,0,bl
114,??????????????????????????????????????????,0,1,0,0,0,1,0,bl
115,??????,0,0,0,0,0,0,0,bl
116,??????~~??????????????????????????...??????????,0,1,0,0,0,0,0,bl
117,????????????????????????????????????????????????????,0,1,0,1,0,0,0,bl
118,??????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,bl
119,??????????????????????????????????????,0,0,1,0,0,0,0,bl
120,??????????????????????????????????????????????????????????????????,1,1,0,0,1,0,0,bl
121,????????????????????????????????????????????????????????,1,1,0,1,0,0,0,bl
122,????????????,1,0,0,0,0,0,0,bl
123,????????????????????????????????????????,1,1,0,0,1,0,0,bl
124,????????????????????????????????????????????????????????????????????????????????????????,0,1,1,0,0,0,0,bl
125,??????????????????,0,1,0,0,0,0,0,bl
126,????????????????????,0,1,0,0,0,0,0,bl
127,????????????????????????????????????????,0,1,0,0,0,0,0,bl
128,????????????????????,0,1,0,0,0,1,0,bl
129,??????????????????????????????????????,0,1,0,0,0,0,0,bl
130,????????????????????????????????????????????????????,0,1,0,1,1,0,0,bl
131,????????????????????????????????????????????????????????????????????????????????????????,1,0,0,0,1,1,0,bl
132,??????????,0,0,0,0,0,1,0,bl
133,??????????????,0,1,0,0,0,0,0,bl
134,????????,0,0,0,0,0,1,0,bl
135,????????????????????????????????????????????????????,0,1,0,0,0,0,0,bl
136,??????????????????????????????????????????????????????????????????,0,1,1,0,0,0,0,bl
137,??????????????????????,0,1,0,0,0,0,0,bl
138,??????????????????????????????????????????????????????????????????????0,0,1,0,0,1,0,0,bl
139,????????,0,1,0,0,0,0,0,bl
140,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,1,0,0,0,bl
141,????????????????????????????????????????????????,1,1,0,0,0,0,0,bl
142,"????????,??????",0,1,0,0,0,1,0,bl
143,????????????????????,0,1,0,0,1,0,0,bl
144,??????????????????????????,0,1,0,0,0,0,0,bl
145,??????????????,0,0,0,0,0,1,0,bl
146,??,0,0,0,0,0,1,0,bl
147,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,1,1,0,0,bl
148,??????????????????????????????????????????,0,1,0,1,0,0,0,bl
149,??????????????????,0,1,0,0,0,0,0,bl
150,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,1,0,1,0,bl
151,????????????????????????,0,0,0,0,0,0,0,bl
152,????????,0,0,0,0,0,1,0,bl
153,??????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,bl
154,??????????????????????????????????????,0,0,0,0,0,1,0,bl
155,????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,bl
156,?]??????????,0,1,0,0,0,0,1,bl
157,????????????????????????????????????,0,0,0,0,0,1,0,bl
158,????????????????????????????????????????????????,0,1,0,0,0,0,1,bl
159,????????????????????????????????????????????????,0,0,0,1,1,0,0,bl
160,??????????,0,1,0,0,0,0,0,bl
161,??????????????,0,1,0,0,0,0,1,bl
162,"??????????,??????????????,",1,1,0,0,0,0,0,bl
163,????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,bl
164,??????????????????????????????????????,0,1,0,0,1,0,0,bl
165,??????????????????????????,0,1,0,1,0,0,0,bl
166,??????????????????????????????????????,0,1,0,0,0,0,0,bl
167,????????????????????????????????????????????????????,0,1,0,1,1,0,0,bl
168,????????????,0,1,0,0,0,0,0,bl
169,??????????????????????????????????????????????????????????????????????????????,1,1,0,1,0,0,0,bl
170,????????????,0,0,0,0,0,1,0,bl
171,????????????????????????????????????????????????????,0,0,1,0,0,0,0,bl
172,??????????????????????,0,1,0,0,0,0,1,bl
173,??????????,0,0,0,0,0,1,0,bl
174,????????,0,1,0,0,0,0,0,bl
175,??????????????,0,1,0,0,0,0,1,bl
176,????????????????,0,1,0,0,0,0,0,bl
177,????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,0,1,0,bl
178,??????????,0,0,0,0,0,0,0,bl
179,??????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,bl
180,??????????????????????????????,0,0,0,0,0,1,0,bl
181,????????,0,0,0,0,0,1,0,bl
182,??????????????????????????????????????????????????????????????????,0,1,1,1,0,0,0,bl
183,??????????????????????????????,0,0,0,0,0,1,0,bl
184,??????????????????????????????????????????????????????????????????????????,0,1,0,1,0,0,0,bl
185,??????????,0,0,0,0,0,0,0,bl
186,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,bl
187,??????????????????????????????????,0,0,0,0,0,1,0,bl
188,????????????,0,0,0,0,0,1,0,bl
189,??????????????????,0,0,0,0,0,1,0,bl
190,????????????????,1,0,0,0,0,0,0,bl
191,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,1,0,0,0,1,bl
192,"??????????,????????,??????????????",0,1,0,0,0,0,0,bl
193,??????????????,0,0,0,0,0,1,0,bl
194,??????????????????????????????????????????????????,1,0,0,0,0,0,0,bl
195,??????????????????????????????????,0,1,0,0,0,0,0,bl
196,??????????????????????????????????????????,0,1,0,0,1,0,0,bl
197,????????,0,1,0,0,0,0,0,bl
198,????????????????,0,0,0,0,0,1,0,bl
199,????????????????????????,1,1,0,0,0,0,0,bl
200,????????,0,0,0,0,0,1,0,bl
201,??????????????????????????????,1,0,0,0,0,0,0,bl
202,????????????????????????????????????,0,0,0,0,0,1,0,bl
203,??????????????????????????????????????????,0,1,0,0,0,0,0,bl
204,????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,1,0,0,bl
205,??????????????????????????????????????????????????????????,1,0,0,1,0,0,0,bl
206,????????????????????????????,0,1,0,0,0,0,0,bl
207,????????????,0,1,0,0,0,0,0,bl
208,????????????????,0,0,0,0,1,0,0,bl
209,??????????????????,0,1,0,0,0,0,0,bl
210,??????????????????????????????????????????????,1,1,0,0,0,0,0,bl
211,??????????????????????????????,0,1,0,1,0,0,0,bl
212,??????????????????????????????????????,1,1,0,0,0,0,0,bl
213,??????????????????????????????????????????????????,0,1,0,1,1,0,0,bl
214,??????????????????????????????????????????,0,1,0,0,0,1,0,bl
215,??????????????????????????????????????????????????,0,0,0,0,0,1,0,bl
216,??????????????,0,0,0,0,0,1,0,bl
217,??????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,bl
218,??????????????????????????????????????????????????????????????,0,1,0,0,1,0,0,bl
219,????????????????????????????????????????????????????????????????,0,1,1,1,1,0,0,bl
220,??????????????????????????????????????????????????????????????????!,1,1,0,0,0,1,0,bl
221,??????????????????????????,0,0,0,0,0,1,0,bl
222,??????????????,0,0,0,0,0,1,0,bl
223,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,bl
224,????????????????????????,0,0,0,0,0,1,0,bl
225,????,0,0,0,0,0,1,0,bl
226,??????????????????????????????????????????????????,0,1,0,0,0,0,0,bl
227,??????????????????????????????????????????,0,1,0,0,0,0,0,bl
228,??????????,0,0,0,0,0,1,0,bl
229,??????????????????,0,1,0,0,0,0,0,bl
230,????????????????????????????????????????????????????????????????????????????????????????,1,1,0,1,1,0,0,bl
231,????????????????????????????????????,0,1,0,0,1,0,0,bl
232,????????????????????,0,1,0,0,0,0,1,bl
233,????????????????????,0,1,0,0,0,0,1,bl
234,??????????????????????????????????????,0,1,0,0,0,0,0,bl
235,????????????????????????????,0,1,0,0,0,0,0,bl
236,????????????????????????????????????????????????????,1,1,0,1,0,0,0,bl
237,??????????????????????????????,0,0,0,0,0,1,0,bl
238,????????????????????????????????????????????????????,0,1,1,0,0,0,0,bl
239,????????????????????????,0,1,0,0,0,0,0,bl
240,??????????????????????????????????????????????,1,1,0,0,0,0,0,bl
241,????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,1,0,0,bl
242,??????????????????????????????????????????????????????????,1,1,0,1,0,0,0,bl
243,????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,0,0,0,0,0,1,bl
244,????????????????????????????????????????????????????????,0,1,0,0,0,0,0,bl
245,????2012??????????????????2014??,0,0,0,0,0,0,1,bl
246,????????????????,0,0,0,0,0,1,0,bl
247,????????????????????????????????????????????????????????????,1,1,0,0,0,0,1,bl
248,????????????????????????????????????????????,0,0,0,0,0,1,0,bl
249,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,bl
250,??????????????????????????????,0,1,0,0,0,0,0,bl
251,????????????????????????????????????????????????5????,0,1,0,0,0,0,0,bl
252,??????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,0,0,1,0,1,0,bl
253,????????????????????????????????????,1,1,0,0,0,0,0,bl
254,??????????????????????????????????????????????????????????,0,1,1,0,0,0,0,bl
255,????????????????,0,0,0,0,0,1,0,bl
256,??????????????????????????????,0,0,0,1,0,1,0,bl
257,??????????????????????????,0,1,0,0,0,0,0,bl
258,??????????????,0,0,0,0,1,0,0,bl
259,????????????????????????????????????,0,1,1,0,0,0,0,bl
260,??????????????????????????????????????,0,1,0,0,1,0,0,bl
261,??????????????O(&cap;_&cap;)O??????????????,0,0,0,0,0,1,0,bl
262,??????????????????????????????????????????????!,0,0,0,1,1,0,0,bl
263,??????????????????????????????????????????,0,0,1,0,0,0,0,bl
264,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????0,0,1,0,0,0,0,0,bl
265,????????????????,0,1,0,0,0,0,0,bl
266,????????????????????????????????????????????,0,0,0,0,0,1,0,bl
267,????????????????????????????????????,0,0,0,0,0,1,0,bl
268,????????????1,0,1,0,0,0,1,0,bl
269,??????????????????????????????????????10??????????????????,0,1,0,0,0,0,0,bl
270,????????????????????????????????,0,1,0,0,0,0,0,bl
271,??????????????????????????????,0,1,0,0,0,1,0,bl
272,?????????????????????????????????????????????????????????????????????????,1,0,0,0,1,0,0,bl
273,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,1,0,0,bl
274,????????????????????????????????,0,1,0,0,0,0,0,bl
275,??????????????????????????????????????????????????????????????,0,1,0,0,0,1,0,bl
276,??????????????????????,0,1,0,0,0,1,0,bl
277,??????????????????,1,1,0,0,0,0,0,bl
278,????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,bl
279,????????????????????????????????????????????????????????,0,1,0,0,0,0,0,bl
280,??????????????????????????????,0,1,0,0,0,1,0,bl
281,???????????????????????????????????????????,1,0,1,0,0,0,0,bl
282,??????????????????????????,0,0,0,0,1,0,0,bl
283,??????????????????????????????????????????????,0,1,0,0,0,0,0,bl
284,??????????????????????????????????????????????????????????????????????????????????????????,1,0,0,0,1,0,0,bl
285,????????????????????????????????????????????????????,0,0,0,0,0,0,0,bl
286,??????????????????????,0,1,0,0,0,0,0,bl
287,????????????,0,1,0,0,0,0,0,bl
288,??????????????????????????????????????????????????????????,0,1,0,0,1,0,1,bl
289,????????????????????????????????????????????????????????????,1,0,0,0,0,0,0,bl
290,????????????????????????????????????????????????,0,1,0,0,1,0,0,bl
291,????????????????????????????&hellip;????????&hellip;????????,1,0,1,0,0,0,0,bl
292,??????????????????????????,1,0,0,0,0,0,0,bl
293,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,1,0,1,bl
294,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,1,0,1,bl
295,????????????????????????????????????????????????????,0,0,0,0,0,1,0,bl
296,??????????????????,0,0,0,0,0,1,0,bl
297,????????????????????????,0,0,0,0,0,1,0,bl
298,??????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,bl
299,????????????,1,0,0,0,0,0,0,bl
300,????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,bl
301,??????????????????????????????????????????,0,1,0,0,0,0,0,bl
302,????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,bl
303,??????????????????????????????,0,1,0,0,0,0,0,bl
304,??bi??????????????????????????,0,1,0,0,0,0,0,bl
305,????????????????,0,1,0,0,0,0,0,bl
306,????????????????????????????????????,0,1,0,0,0,0,0,bl
307,??????????,0,0,0,0,0,0,0,bl
308,??????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,bl
309,??????????????????????????????,1,0,0,0,1,0,1,bl
310,????????????????????????????????????????????????????????????????~????0,0,1,0,1,0,0,0,bl
311,??????????????????????????????????????????????????????????,0,1,0,0,0,0,0,bl
312,????????????????????????????????????????????????????????????????????????,1,0,0,0,0,0,0,bl
313,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,bl
314,????????????????????????,0,1,0,0,0,0,0,bl
315,????????,0,1,0,0,0,0,0,cy-1
316,????????????????????????????????????????????????????????????,0,0,0,0,0,0,0,cy-1
317,????????????????????????????????????????????,0,1,0,0,0,1,0,cy-1
318,????????????????????????????????????,0,0,0,1,1,0,0,cy-1
319,????????????????????????????????????????????????,0,0,0,0,1,0,0,cy-1
320,????????????????????,0,0,0,0,0,1,1,cy-1
321,????????,0,0,0,0,1,0,1,cy-1
322,??????????????,0,1,0,0,0,0,0,cy-1
323,????????????????????,0,0,0,0,0,1,0,cy-1
324,??????????????????????,0,0,0,0,0,0,0,cy-1
325,??????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-1
326,??????????????????????????????????????????????,1,1,0,0,0,0,0,cy-1
327,??????????????????????????????????????????????????????????????????????0,0,1,0,0,0,0,1,cy-1
328,??????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,cy-1
329,????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-1
330,????????????????,0,1,0,0,0,0,0,cy-1
331,??????????????????????????????????,0,1,0,0,0,0,0,cy-1
332,??????????????????????????,0,1,0,0,0,0,0,cy-1
333,????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-1
334,?????????????????????????????????????????????,0,0,0,0,0,1,0,cy-1
335,????????????????????????????????????????????????,0,0,0,0,1,0,1,cy-1
336,????????????,0,1,0,0,0,0,0,cy-1
337,??????,0,0,0,0,0,0,0,cy-1
338,????????????????,0,1,0,0,0,0,0,cy-1
339,????????????????????,0,1,0,0,0,0,0,cy-1
340,??????????????????,0,1,0,0,0,0,0,cy-1
341,????????????????????????????????????????????,1,1,0,0,0,0,0,cy-1
342,??????????????????,1,0,0,0,0,0,0,cy-1
343,????????????????????????????????,0,1,0,0,0,0,1,cy-1
344,??????????????????????????????????????????????????,1,1,0,0,0,0,0,cy-1
345,????????????????????????????~~????????????????????,0,0,0,0,0,0,0,cy-1
346,??????????????????,0,0,0,0,0,0,0,cy-1
347,??????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-1
348,????????????????????????????????????,0,1,0,0,0,0,0,cy-1
349,??????????????????????,0,1,0,0,0,0,0,cy-1
350,??????????????,0,0,0,0,0,0,0,cy-1
351,????????,0,1,0,0,0,0,1,cy-1
352,????????????????????,0,1,0,0,0,0,0,cy-1
353,??????????????????????????????????,0,0,0,0,0,1,0,cy-1
354,??????????????????????????,0,0,0,0,0,0,0,cy-1
355,??????????????????,0,0,0,0,0,1,0,cy-1
356,??????????????,0,1,0,0,0,0,0,cy-1
357,??????????????????????????????????????,0,0,0,0,0,1,0,cy-1
358,??????????????????????????????????,0,1,0,0,0,0,0,cy-1
359,??????????????????????????????????????,0,1,0,0,0,0,0,cy-1
360,????????????????????????????????,1,1,0,0,1,0,0,cy-1
361,??????????????????????????????????,0,0,0,0,1,0,0,cy-1
362,????????????,0,1,0,0,0,0,0,cy-1
363,??????????????????????????,0,1,0,0,0,0,0,cy-1
364,????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-1
365,?????????????????????????????????????????????,0,0,0,0,0,1,0,cy-1
366,??????????????????????????????????????,0,0,0,0,1,0,0,cy-1
367,????????????????,0,0,0,0,0,0,0,cy-1
368,??????,0,1,0,0,0,0,0,cy-1
369,????????????????????????????,0,1,0,0,0,0,0,cy-1
370,????????????????????????????????????????????,1,0,0,0,1,0,0,cy-1
371,????????????????????????????,0,0,0,0,0,0,0,cy-1
372,??????????????,0,1,0,0,0,0,0,cy-1
373,??????????????,0,1,0,0,0,0,0,cy-1
374,???????????????????????,0,1,0,0,0,0,1,cy-1
375,????niang????????????,0,1,0,0,0,0,1,cy-1
376,??????????????????????????????,0,1,0,0,1,0,0,cy-1
377,????????????????????????????????????,0,1,0,0,0,0,0,cy-1
378,??????????,0,1,0,0,0,0,0,cy-1
379,????????,0,1,0,0,0,0,0,cy-1
380,????????????????????????????????,0,1,1,0,0,0,0,cy-1
381,????????????????,0,0,0,0,0,1,0,cy-1
382,??????????????????????,0,1,0,0,0,0,0,cy-1
383,????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-1
384,????????????????????????????,0,0,1,0,0,0,0,cy-1
385,????????????????????????,0,0,0,0,0,0,1,cy-1
386,??????????????????????????????,0,1,0,0,0,0,0,cy-1
387,??????????????????????????????????????????????????????,1,0,0,0,1,0,0,cy-1
388,??????????????????????????????????????????????????????????????,1,1,0,0,1,0,0,cy-1
389,??????????????????,0,1,0,0,0,0,0,cy-1
390,????????,1,0,0,0,0,0,0,cy-1
391,????????????????????????????????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-1
392,????????????????????????????????,0,1,0,0,0,0,0,cy-1
393,??????????????????????????????????????,0,1,0,0,1,0,0,cy-1
394,????????????????,0,0,0,0,0,0,0,cy-1
395,??????????????????????????????????????????,0,1,0,0,0,0,0,cy-1
396,????????????????????????????????????????????????????????????????????,1,0,0,1,0,0,0,cy-1
397,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,1,1,cy-1
398,????????????????????????????????????????,0,1,0,0,0,0,0,cy-1
399,??????????????????????????????????????????,1,0,0,0,0,0,0,cy-1
400,????????????????????,1,1,0,0,0,0,0,cy-1
401,????????????????????????????????????????????,0,1,0,0,0,0,0,cy-1
402,????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-1
403,????????????????????????????????????,0,1,1,0,0,0,0,cy-1
404,????????????????????????????????,0,1,0,0,0,0,0,cy-1
405,????????????????????????????????33??????????????????????????????????????????????????????????????25?????????????????????????????????????????? ?????????????????????? ??????,1,1,1,0,0,0,1,cy-1
406,??????????????????????????????,0,1,0,0,0,0,0,cy-1
407,????????????????????????????,1,0,0,0,0,0,0,cy-1
408,????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-1
409,????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-1
410,??????????????????????????,0,1,0,0,0,0,0,cy-1
411,??????????,0,1,0,0,0,0,0,cy-1
412,????????????????????????????????,0,0,0,1,0,0,0,cy-1
413,??????????????????????,0,0,0,0,0,0,0,cy-1
414,??????????????????????????,0,1,0,0,0,0,0,cy-1
415,??????????????????????,0,1,0,0,0,0,1,cy-1
416,????????????????????????????,0,1,1,0,0,0,0,cy-1
417,??????????????????,0,1,0,0,0,0,0,cy-1
418,????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-1
419,????????????????????????,0,0,0,0,1,0,0,cy-1
420,??????????????????,0,0,0,0,0,1,0,cy-1
421,??????????????????????????????????????????,0,1,0,0,0,0,0,cy-1
422,????????????????????????????????????????????????????????????????????,1,0,0,1,0,0,0,cy-1
423,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-1
424,??????????????????????????????,0,1,0,0,0,0,1,cy-1
425,??????????????????,0,1,0,0,0,0,0,cy-1
426,????????????????????????????????????????????????,1,1,0,0,0,0,0,cy-1
427,????????????????????????????????????????,0,1,0,0,0,0,0,cy-1
428,????????????,0,1,0,0,0,0,0,cy-1
429,3??????????,0,0,0,0,0,0,1,cy-1
430,????????????????????????,0,0,0,0,0,1,0,cy-1
431,??????????????????,0,1,0,0,0,0,0,cy-1
432,??????????????????&hellip;&hellip;&hellip;??????????????????,0,1,0,0,0,0,0,cy-1
433,???????????????????????? ?????????????? ?????????????? ???????????????? ????????????,0,0,1,0,0,0,1,cy-1
434,????????????????????,0,1,0,0,0,0,0,cy-1
435,??????????????????????,0,0,0,0,0,0,0,cy-1
436,????????????????????,0,0,0,0,0,1,0,cy-1
437,????????????????????????????,0,1,0,0,1,0,0,cy-1
